PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
5.082848433159078,-0.24095357871211875,2.6796856277544805,-1.1372334989933646,-1.46312795693697,0.8541812449776481,-0.032346828731611696,0.30631129649496375,-0.48179663438689185,-2.55532503128359,0.24208669896801044,0.63423312279269,1.0559212472269681
-2.9466845424628016,0.0020062960790108463,-1.3499779290064808,1.7568835585955653,-0.3979427471944524,2.0670540672356026,-0.06053277981128684,-0.1133013200127245,0.038901592581673895,-0.6176675062756265,0.06231566382537013,0.3396558956009234,0.30616040641853476
2.468731085797567,-0.7185468943798317,-0.809130251393562,-0.28886777161495975,-0.41001485141235483,-0.6026895224797428,-0.922794788349542,0.4734672973583325,-1.517003656227447,0.883555152469965,0.14208193698942687,-0.30337435274018515,0.9380210148843675
-2.738381453685023,-1.532032661473656,-0.7494694072559058,-0.3856114653038551,1.2987731198971717,0.8996173109304005,-0.4900319510921485,-0.2616302375008601,-0.7382737550047636,1.4814220182718694,0.14550577729149503,0.37806019176039196,0.5671606751707696
-0.748930267389921,0.21703329931922233,-0.5655101702388771,-1.5952475676787408,0.6672271205769584,-0.12797364759488788,0.8868101999021607,-0.8688674345929487,1.165498555404845,0.7534302994290965,0.2892300565384175,0.7850533992332313,1.0383405145164564
0.36741249240868795,1.4668662953746021,-0.6132017915591162,0.5190260477733806,0.014962462259848826,-0.9548438357675825,-1.2992679168526093,0.20573017441156177,0.01314390524419851,1.0245698003926902,0.3945497200166497,-0.9989620350058024,0.17206828454632267
0.5536151425043843,1.044913890075684,0.6176008559798831,-0.48032331716211707,-1.9864666263583233,0.9778421998751541,-0.6624720410706242,-0.040079520070661456,-0.3004836241222802,0.2549362897241707,0.5280638585448706,-1.0132099886787547,0.1518001924039135
-2.48369742999674,-0.9792161934800856,0.5695553953775753,-1.0589760401314667,0.8253884916004524,-0.5568272158824175,-0.5677700246089031,-0.2555826116515897,0.055530905163335316,1.034671789190041,-0.03380468283188972,-0.09167902488935095,0.1786138480762024
-2.7510145691443486,-1.373225035359469,1.9560567453516962,0.14343096879537096,1.465311367082019,-0.27115185200969766,-1.0779393210840742,0.31664218377346,-0.2609121521868694,-0.6810360299558411,-0.3757677378453469,-0.16871534405178193,0.5147375886279233
-5.057877020882561,0.5552847732621895,1.2286854065126933,0.4863471677123412,0.6796966034945093,-1.0615357860086694,1.0250836782344346,-0.02926857562009593,-0.7003086447675958,-1.1513650222389775,-2.03794229280925,-0.14256019180463445,2.235281874740241
-1.527886921229876,-3.007344585528622,0.7362747755622292,-0.7241521171008123,-0.6873515031934911,-2.989565662784499,-0.26416029604026153,0.20251810005352047,0.12790665430583242,-0.36038836516106065,-0.46704490524248143,-0.0010046061045088674,0.00388258705022242
4.068631087546213,-1.975858353470366,-1.7858063460322138,-0.9099765621286298,-1.5456469128079375,1.4342073549640975,0.3192152612880753,-0.15504711939270308,0.3267257754557345,-1.4354544520134567,0.014464952482216667,-0.22448503304903786,1.2805266083480749
-1.9485433568827508,1.3771434476657136,-0.32709349651553643,1.3629027700069967,-1.0282101941801007,0.5763613747712207,0.051709974595097616,-0.31642473478088656,1.0571679609629985,-0.27267667685219826,0.016022897516176283,0.02560773398210728,0.7727192423807355
-1.4926476818146641,-3.1298620738199188,0.7764934727660684,-1.1498009505421707,-0.30784896384449,-1.1582717579184771,-0.07536939584625663,0.46696190705314194,-1.9555774737294676,0.21255150001910025,0.5850227309646332,-0.5574499494927205,-0.4484936458886655
4.812814395986513,-0.2800984038203809,2.286443113460738,2.9612300046965427,-0.11878366542291002,-0.526381433959438,-0.10664108079203306,0.43236054273425695,0.17835843202395968,-0.6544005354130732,-0.12210039456645902,-0.8788940467021961,0.6897183849435092
-3.347454233422537,0.9925498734733444,0.17045223414200159,-1.1277588611649574,0.7335608798140912,0.31212570956666963,0.2534479260530835,-0.02502525179590586,-0.6625759863111321,-0.2174106331391307,0.43177489224677584,-0.8301637327985706,-0.33564670708852135
0.40390464983855434,-1.287412962717131,0.07060365375780434,-0.3589265836533608,-1.2242668917399366,-1.2947757098560237,-1.113196461335579,1.1352694529477967,-2.2783333679421562,-1.4238492951122188,0.1812243272423875,0.1511777644988006,1.0679050915015327
3.269649795819638,3.5159073733958284,-0.030535644201592722,0.4216215307487855,-0.28146035663074814,-1.4636039656918944,1.4205006885636275,-0.274324379416641,-0.18849518823559,0.286300063337262,-1.5075472787453623,0.3998442201850407,-0.26981105860135923
-1.8465863883646512,-1.7078121167747027,1.3818911708821282,-1.5991459345406647,-1.1671388944958692,-0.6967703582217749,0.6367630740275032,-0.7436642035971639,2.162715037238802,-0.7181133207776256,-0.2560726185283912,-0.637353268438284,-1.075183194399782
0.14585053210498253,-2.0645587213663243,0.7857800977958875,-1.592459144657621,-0.5618913071128159,-1.1238262834211366,-0.19058342623327826,0.4192333380571137,-1.884192975931699,0.11828631748695133,0.13873906709069234,-0.45631777393872014,-0.23516819900031494
2.1117652941022653,1.8538514074498833,0.8252127640598077,-2.3877572993410228,2.322308897935638,1.619193958203715,0.8808457036494759,-0.668895470462214,1.5429755006270371,-1.7094862183891728,7.599322820221096,7.260503077074461,-0.717423719192904
-0.08145521145488803,1.8884491078701364,0.2843583532649821,1.4787621118895584,-0.0376307403408162,-2.0372837877020347,1.0057813030924485,0.24463690813768854,-0.28596596685078723,-0.3904840409481016,0.5406401958683993,-0.6652851698982898,-0.12632605772120667
-0.1603349496437846,1.3499128168483854,-1.7154391380551075,1.9413503577568387,0.15239866827457826,-0.5352568221487195,-1.8437464493309899,0.26524988280337763,-0.031174787068963226,1.2339313125613287,0.28157741164273375,0.17631878558216238,1.0037716392036127
-1.1353989182875883,2.4567734960894736,0.4396396278297924,-0.3643969994909323,-1.5783012770715894,-0.8484288666431294,0.4117058570178744,0.13728513793827216,-1.6846680366902576,-0.14980959638410907,-0.4137699680377598,1.4805940777997362,0.7237736549589151
-0.8317005845358395,-3.112526684767127,0.6567641898203095,-0.1371262461239644,-2.4101197648059,-0.30742388401169124,1.4331259146583812,-0.03509463651357056,-1.0600027144866204,-0.5074351373537572,0.32086907563090616,0.1618607096181958,0.3714560223756866
-2.5884909222047336,1.7266679203667386,0.20820133384077597,-0.48079394638089495,0.9223722294595995,0.6512517196881663,-1.1216324677085703,0.12741336781421628,-0.87765693454593,0.5946637193630689,0.49374304376905936,-0.007936285186327054,-0.3011175743605112
-1.9392954876606885,-1.2878124308581504,-0.38950645949552104,-1.1757079302637037,1.2322621187801381,0.6684896314302423,-0.4921163475963793,-0.06418383259020698,-0.5731585098867303,0.685034642818389,0.8061710497622944,-0.34112832140561794,-0.718550860173768
5.038684201298542,-0.3786897300067183,-1.4269605521489281,0.057552260029507626,1.0863615469888417,-1.0087813138157793,1.6243984086737702,-0.30113367239876476,0.997141805628089,-0.09771947400356552,1.3448943789757697,-0.04728995272290463,1.0029137824528302
