PC1,PC2,PC3
5.067973084643565,-0.39018743809001366,2.8959512476672122
-2.95894403297601,-0.008246453992574284,-1.5932049327968447
2.454702334686913,-0.7999623330656213,-0.5657402027407263
-2.753140886139763,-1.589431579988222,-0.5865323901351823
-0.7249361521240143,0.4001332266448506,-0.4740841681241943
0.39381689788142843,1.6934446364889748,-0.9815048986972799
0.539974693867019,0.9062766554533421,0.9897619232882052
-2.460305557466478,-0.7645008117682995,0.3326696166461301
-2.726843419645762,-1.1078132684670468,1.1749517886950116
-5.032729516250233,0.7893337509585824,0.6129618941320959
-1.5533917235189505,-3.371580560315955,1.393480658487564
4.052375520922431,-2.0844361101324447,-1.2457804462926407
-1.9216183038312746,1.6423484153475214,-0.9857433784398333
-1.5091650232970644,-3.2016680794697305,0.9225862784499769
4.839735217715413,0.04133500326056542,0.7860387904174935
-3.3609947034850136,0.8652309414869482,0.634923635616035
0.3890936210552232,-1.3730396047560938,0.25231454944980664
3.297175422891394,3.694815970372682,-0.2952988096301609
-1.8721384999684227,-2.130623689507675,2.342855693045678
0.12950282468502405,-2.1820319196979483,1.1774388660116424
2.098894808282171,1.6986174376927081,1.4286990432028854
-0.05364888202915857,2.154866934798878,-0.5066256132105013
-0.1329126049072933,1.6340192975274805,-2.388473308572241
-1.147672323506467,2.312268109609125,0.8426975970268084
-0.8475843441891385,-3.1526598212647454,0.5530090261459444
-2.601092949222727,1.6051004779123903,0.5559740119727403
-1.954475629919091,-1.381087370165698,-0.01174857401309697
5.063980165118467,-0.12055276223485542,-1.842461849923971
-1.1094943197952125,-3.610039456773424,-0.46864304858408656
0.5907098243186454,-1.9820548443379622,-1.5687484893201664
-1.7612083643699266,0.03508240550339765,-0.004872891797468516
-1.3393881815933346,2.823326765970443,0.9670296811997264
2.9716117614667352,-0.46444815750788593,-0.8571205896365844
-2.926371542942918,0.4849974576889314,-1.261444861276374
0.9923912020162372,2.3636547170718676,-1.4894156339957783
-2.740688958330388,-1.3200521949738588,1.5146356028711854
-1.9597271661586373,-1.1544900356541967,-1.635559242485556
3.459635926430374,-0.7061008174556371,1.15200140908101
3.1973314436703446,1.6696042955792214,0.28733909016209097
-3.0919184994481737,-1.2623273719340617,-0.21337769508535134
-2.5536761543085573,-0.5176537970560428,-0.7565832590732507
-2.97656815840581,-0.9825476106456554,0.15982162988307821
4.569067242016962,-2.2142719935631447,-1.188460885735164
-1.0567011024617612,-3.1787227850983792,3.82513474347304
-2.8932978280017054,-1.0927331642639004,0.2806777208327326
0.20274502023785218,4.691246431505932,0.9691605421500612
0.6775787219533079,0.0882182716158734,-2.375780885004036
5.2521727043298085,0.21403747173393742,-0.6635349577631048
-2.309517169140675,-1.7799465761063662,0.9078159924899033
6.457942613443194,-1.3858572659734127,0.8081714164015491
-0.9194854426634343,2.710558817097311,-0.13967230318181462
6.913686142019966,0.6896686930671792,0.2770136942127653
4.23490672936966,-1.6347199850877785,0.9565145829940903
-2.280250650937869,-2.5884654842568806,-0.5260824947814048
-0.8249049278703926,1.6381243839622082,-0.9022606173636041
4.73881655684021,-1.4097498081226854,0.8778612723853844
-0.8436322665644249,2.374099057185536,0.19706696069449153
1.0152193786877455,2.1216524175050404,1.0296844163931167
0.17312278532881006,1.084742542185805,-1.3969878399500306
3.1444754758929894,-0.7847254865055815,-0.7986231061334186
-2.579176513259977,-1.4894080306677486,1.0104548853498825
-3.778631799334684,0.006663513534578777,-1.4652837278314697
3.9673637230277645,1.0962253283751728,1.9494608350369318
0.9484211860447095,1.3164262818403467,-1.0414905995977954
-0.13692500446062278,4.767969214827176,-0.3020144266755418
3.609955924156199,-0.3142111919013873,-0.7094250949849602
1.773006715239938,2.7258673699556666,0.553167717107805
-1.2173550026241031,3.197502101609382,0.42003831967999045
-0.48927588990785714,-2.564230184565106,-2.1618172794553554
-2.467097951103768,-2.1157034367057834,0.5153095676717075
4.6615513373070785,-0.4073831129009184,1.0735457784981244
6.618904294602842,-1.0927346065109298,1.7834595740716541
-1.327211177534541,-3.680007249793999,0.5549700754378253
1.37566239229474,-0.43556586947730075,2.252320185115133
-2.2244053629629548,-1.2162235652501525,1.933975411990966
-3.0257414232941375,-1.522607657289684,0.0493958602061133
-2.8477922742564084,-1.2595253880035104,1.2960713024669763
0.5907098243186454,-1.9820548443379622,-1.5687484893201664
3.7372362177071157,-2.068152604433323,-0.9493574430663778
-3.472506584262086,0.6596212673946568,-1.0344504228398173
-3.055587890110777,1.6957082329890942,-0.07944352245449186
-0.2940848410909786,0.6754791448606211,1.1838213582658126
4.717470605923713,-1.060467337393594,-1.40691586504655
-1.2028637292083635,-0.11025692227242549,-2.1727502977704503
-2.466093320856285,-1.8453666854821098,-0.8628709479242841
-2.6890718459661858,-0.7754330509128197,-1.2451931863817733
-2.7134972213562385,-1.7245332608638961,-0.49949327410913497
0.0137681002066955,1.5286943599967113,1.1631196064422809
-3.0177554375044195,-9.135745675734143e-06,-0.24919455669985696
3.9393886315713704,-0.5187769713485773,0.3053186784308601
1.0367126582973423,-1.6763068244124433,-0.36513574723333203
-2.1491638990540323,-1.0119872336788553,0.5910026780407711
-2.121399017694019,-0.5618905238330106,-1.4887659179010386
3.7873208069377124,2.1650243975588355,0.28801982388721764
2.9087820005380176,-0.30398308844916794,-1.299674348027651
3.9575400922817554,-1.3877693209963708,-1.4200918981662607
-2.8535793132786087,-2.1431615849114296,0.12903660331030006
-2.92263129549309,1.542366201191374,-0.18517501176781556
0.9620374293752912,3.6471898582285243,0.04160264449717332
-2.0462447345395076,-1.524812409027678,1.2868222415163033
3.030946126576395,-0.7733551666304336,-0.8475557465061431
2.1681104836884417,1.4789482196709784,-0.4312983152302915
3.6891024996499318,-0.9085418406860003,3.087446955040921
-0.2860188303646034,1.885050198949853,-1.027098682509921
3.6463888641661293,-1.6902884564668952,1.5787979797434541
-1.080268838427963,0.8934809462278241,1.2991259766287058
-2.6746949926810095,0.28149494388477975,-0.4700926157176639
5.415764945215595,-1.2839523856528487,-1.2242211669840284
-0.037812284294259986,0.35346768460955524,2.945328724148084
-3.2760397197058637,0.07221089020746704,-0.39209783427357814
-2.812827397013023,-1.268250448463038,-0.27571598478152654
0.6412159779769034,2.1793024613733443,-1.194588190393453
-1.948717427218004,-1.40106153876504,0.43939494943300933
-4.083389594859259,-0.49205573596592733,0.2596010801310246
-2.5465231922350426,-2.105745200081414,0.4261156112041717
5.571240355772835,-0.9715602409474284,1.2161950265189292
2.0679920171829376,-1.5802835057136957,-0.046146775773809476
6.053986392280809,-1.7508338866994,1.3636129521348659
-3.0652142937687694,1.2166676972444406,-2.3617373203513896
-0.7074509525900315,2.9670810183130487,-2.318541592955955
0.32671667358086487,1.6566001956362189,-0.5354683562134561
-1.29854948411399,2.8861627409733392,0.4201396010662862
2.559943304442616,-1.1103211290708734,-1.068046030591286
-2.8508781748441314,2.2404030698386124,-0.17213473785565567
3.610281535184758,-0.4231352858292304,-0.8850290143213876
-2.978325876889127,-2.4396919941649884,2.3275271479159
-4.408445371956779,2.1393435233100355,-0.6062459288340462
-2.584832876101012,-0.1690088824305513,-0.042942325131337326
-3.191504797414243,0.29946698330507704,-0.6806005377946565
5.356755597202099,-0.9755242318543305,-0.03886638861887552
0.5874373771450472,1.2895406398039506,0.3013185498027186
4.178006719081273,-0.3953688005595703,-0.9305685333584487
1.101826517775455,1.4940354692539284,-0.15639506319946317
-1.2877039008490379,-0.5608876206032442,1.5039426756318217
-0.8468673606998838,2.847706353474976,0.3942428117216416
-2.3310536601247285,-1.3948210367055687,1.5476476559674512
-3.12813880234948,-1.631644668251999,0.5913013212161374
-4.197405402430954,2.4536338374616733,2.182752009151131
-0.18749304548438728,-2.3948096920718203,-2.4064354696469312
-0.8534248275429116,2.66068049528435,-3.136755265961684
-0.45694828867701265,1.446364951915426,-0.7582671600738515
-0.9942277727784142,0.9067729558283535,1.6769000089593047
-2.2055769626261394,-1.7598460241611709,0.188976375037257
0.9768404342716693,2.8594311953666067,-0.4904087854990883
3.6333422053684186,0.11995214434069157,1.287728093489974
-1.0992930686400673,0.3751583594100614,0.07318208839842072
-3.5555964433677034,1.0857055808450067,-1.484365209945294
-1.1347854802820978,-0.42551686750007334,-1.5425136592679813
4.09442693577346,-1.4509720515637234,-1.319048641508198
-4.3869083498454335,0.8955923716750347,-0.21153990926006877
3.5594825081025365,1.2998085833574151,0.3066813774636588
-2.8825269518269505,-0.9480590628433596,0.24914557056885783
3.0253674871658873,-1.1808577505119628,-0.4371725589209555
3.6513935352924474,3.795473727533738,-1.7267755448385904
-4.1454716876161495,1.8091723673726485,-0.7157689028495607
2.285693341297775,-2.0116526201566276,-0.7469285358753923
0.6168118462367808,-2.5431336437828507,-0.6783093888279119
4.409356676080705,-2.345996751914437,0.30340739880587675
-3.138373419763615,0.9048856421704405,-1.3045896956462095
-3.594483224950098,0.4366315842592301,-1.1438033028539694
-2.8574657162340764,-1.3002226251029292,0.48054059490294937
-3.1002785480221027,-0.21683876578100528,-0.5442334343672283
-2.9560246423053416,1.1083351186986492,-1.855778527996291
-1.173219645838755,-0.8600380666490803,-1.2004071782366232
3.489251640715009,2.8533920422291934,-0.1398579051752202
5.065056212648298,0.6818240511328457,0.8118795953658599
-3.5333880077221824,0.7376508871908859,-1.64949337151872
-4.198695143401856,0.9909258878100862,-2.543711846838123
3.9393886315713704,-0.5187769713485773,0.3053186784308601
-1.6390612235829773,0.015457947917591431,-2.3396881922611605
-2.9364289606230884,-1.9947235711341886,0.27452591308797625
3.1385775058006287,0.15956206810960463,-1.6625919709552617
-2.709383589700582,-1.4992364783807999,-0.7039256255903159
-1.180498216544814,-3.2027410581916675,-0.753651241343167
-3.008879428810129,-1.5090426135682198,1.4484443675986005
-2.1420073858475193,-0.9203401244063082,-1.7989652911272338
