PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22
5.082848433159078,-0.24095357871211875,2.6796856277544805,-1.1372334989933646,-1.46312795693697,0.8541812449776481,-0.032346828731611696,0.30631129649496375,-0.48179663438689185,-2.55532503128359,0.24208669896801044,0.63423312279269,1.0559212472269681,0.24815985058090095,-0.4686139372394282,0.975446977494502,1.1129662490992833,0.6366883673103498,-0.21437413267955788,0.615239731324782,-0.31056584771670415,-0.6318242701929504
-2.9466845424628016,0.0020062960790108463,-1.3499779290064808,1.7568835585955653,-0.3979427471944524,2.0670540672356026,-0.06053277981128684,-0.1133013200127245,0.038901592581673895,-0.6176675062756265,0.06231566382537013,0.3396558956009234,0.30616040641853476,-0.5205126805624999,0.12467780955608514,0.1892645177963095,0.11987478309902683,-0.1672946615087703,-0.050635927749520526,-0.06324863913078768,-0.12888913211949812,-0.22747474556106
2.468731085797567,-0.7185468943798317,-0.809130251393562,-0.28886777161495975,-0.41001485141235483,-0.6026895224797428,-0.922794788349542,0.4734672973583325,-1.517003656227447,0.883555152469965,0.14208193698942687,-0.30337435274018515,0.9380210148843675,-0.46097811132350486,-0.7898545320531039,-0.4015066308088609,-0.44361538870161243,1.0021002094924882,0.6891386700631127,-0.4493393888913798,-0.17904992152695778,-0.5366406028475269
-2.738381453685023,-1.532032661473656,-0.7494694072559058,-0.3856114653038551,1.2987731198971717,0.8996173109304005,-0.4900319510921485,-0.2616302375008601,-0.7382737550047636,1.4814220182718694,0.14550577729149503,0.37806019176039196,0.5671606751707696,0.042793845692821346,-0.05056182826337664,-0.08734571302117737,-0.02909333029462372,0.19634681510769508,-0.42146253534798384,0.31957570842663585,-0.0300305517306154,0.19688516139780463
-0.748930267389921,0.21703329931922233,-0.5655101702388771,-1.5952475676787408,0.6672271205769584,-0.12797364759488788,0.8868101999021607,-0.8688674345929487,1.165498555404845,0.7534302994290965,0.2892300565384175,0.7850533992332313,1.0383405145164564,0.6494306860088308,-0.33704932048994846,-0.420235788370637,-0.1889062400273714,0.2094689054692955,0.5491089018284667,0.4682772830103776,-0.4439707829874085,0.3055454098028211
0.36741249240868795,1.4668662953746021,-0.6132017915591162,0.5190260477733806,0.014962462259848826,-0.9548438357675825,-1.2992679168526093,0.20573017441156177,0.01314390524419851,1.0245698003926902,0.3945497200166497,-0.9989620350058024,0.17206828454632267,0.31194712300452393,-0.17013501921399932,-0.10393635449225229,0.2059829812743913,-0.5789295442943772,-0.41751595795938856,0.6355591807523764,0.20262373337807363,-0.2707784325058999
0.5536151425043843,1.044913890075684,0.6176008559798831,-0.48032331716211707,-1.9864666263583233,0.9778421998751541,-0.6624720410706242,-0.040079520070661456,-0.3004836241222802,0.2549362897241707,0.5280638585448706,-1.0132099886787547,0.1518001924039135,0.5881310945405185,0.42853707513241884,-0.03233420404409496,0.5790495528891265,-0.14876392920437043,0.7106796966114539,0.08226177578040697,0.0968772109775861,0.196603359310255
-2.48369742999674,-0.9792161934800856,0.5695553953775753,-1.0589760401314667,0.8253884916004524,-0.5568272158824175,-0.5677700246089031,-0.2555826116515897,0.055530905163335316,1.034671789190041,-0.03380468283188972,-0.09167902488935095,0.1786138480762024,-0.3400702492866244,-0.42368715102449367,0.17897474956729315,0.18533807310507336,-0.1235133784647459,-0.0013941210658366514,0.059856522914686745,0.17064716193880794,0.2355972758898677
-2.7510145691443486,-1.373225035359469,1.9560567453516962,0.14343096879537096,1.465311367082019,-0.27115185200969766,-1.0779393210840742,0.31664218377346,-0.2609121521868694,-0.6810360299558411,-0.3757677378453469,-0.16871534405178193,0.5147375886279233,0.5355944779006756,-1.2650532056845547,0.2649958275244645,-0.04536410162226299,0.2476776160674077,-0.6697498603123341,0.42560354163553893,0.030473937654064632,0.18296983479414264
-5.057877020882561,0.5552847732621895,1.2286854065126933,0.4863471677123412,0.6796966034945093,-1.0615357860086694,1.0250836782344346,-0.02926857562009593,-0.7003086447675958,-1.1513650222389775,-2.03794229280925,-0.14256019180463445,2.235281874740241,-1.5889803512837284,1.239732307648013,0.4586359168641174,2.4924165950555306,-0.2588366976626692,-2.303429332670396,0.12293640358070634,1.8956003218435364,-0.884214968489412
-1.527886921229876,-3.007344585528622,0.7362747755622292,-0.7241521171008123,-0.6873515031934911,-2.989565662784499,-0.26416029604026153,0.20251810005352047,0.12790665430583242,-0.36038836516106065,-0.46704490524248143,-0.0010046061045088674,0.00388258705022242,0.32564309680617876,0.4589074956903419,-0.3802548414280435,0.5475283035958595,-0.04535296297801723,-0.1544791482033452,-0.4452396331665334,0.3195581047216029,-0.5232003730069286
4.068631087546213,-1.975858353470366,-1.7858063460322138,-0.9099765621286298,-1.5456469128079375,1.4342073549640975,0.3192152612880753,-0.15504711939270308,0.3267257754557345,-1.4354544520134567,0.014464952482216667,-0.22448503304903786,1.2805266083480749,-0.07612413728842893,0.8440708808442939,0.3234588349125138,-0.417137786245904,1.7085658633749423,-0.2615803665025415,-0.23987153956159393,0.1650633333728491,0.17850437188110033
-1.9485433568827508,1.3771434476657136,-0.32709349651553643,1.3629027700069967,-1.0282101941801007,0.5763613747712207,0.051709974595097616,-0.31642473478088656,1.0571679609629985,-0.27267667685219826,0.016022897516176283,0.02560773398210728,0.7727192423807355,-0.7644855212879016,-0.6349508979924144,0.3701927719199013,-0.2255349226524701,-0.1727266289833591,0.46199156910698264,-0.3435422414861122,0.06541141248025985,-0.18835486337117652
-1.4926476818146641,-3.1298620738199188,0.7764934727660684,-1.1498009505421707,-0.30784896384449,-1.1582717579184771,-0.07536939584625663,0.46696190705314194,-1.9555774737294676,0.21255150001910025,0.5850227309646332,-0.5574499494927205,-0.4484936458886655,0.5368110444521044,0.700876516330079,-0.34182871008354554,0.5235648976040198,-0.00017636941198616519,-0.11520838871026531,-0.5913999175749817,0.08966907887890639,-0.6964956101060231
4.812814395986513,-0.2800984038203809,2.286443113460738,2.9612300046965427,-0.11878366542291002,-0.526381433959438,-0.10664108079203306,0.43236054273425695,0.17835843202395968,-0.6544005354130732,-0.12210039456645902,-0.8788940467021961,0.6897183849435092,-0.6745242012026276,0.07495686126432391,-0.3688285946716726,-1.9164872413346905,0.05843560969301312,0.49182182535917235,0.6511789755017934,-0.3473961346136251,-0.5625133761544909
-3.347454233422537,0.9925498734733444,0.17045223414200159,-1.1277588611649574,0.7335608798140912,0.31212570956666963,0.2534479260530835,-0.02502525179590586,-0.6625759863111321,-0.2174106331391307,0.43177489224677584,-0.8301637327985706,-0.33564670708852135,0.2203390085126298,0.12334660234644428,0.259447482818371,0.225294623176804,-0.06270703785197279,0.12397251666036722,-0.612002619626681,0.03510685630972672,-0.46228151826764424
0.40390464983855434,-1.287412962717131,0.07060365375780434,-0.3589265836533608,-1.2242668917399366,-1.2947757098560237,-1.113196461335579,1.1352694529477967,-2.2783333679421562,-1.4238492951122188,0.1812243272423875,0.1511777644988006,1.0679050915015327,-1.0770610735668027,0.7105191437373226,-0.11747594788616032,-0.4279401258516911,1.7797808107729018,0.44131452282040645,-0.24359533774650904,0.05008968757891284,-0.26006970245239464
3.269649795819638,3.5159073733958284,-0.030535644201592722,0.4216215307487855,-0.28146035663074814,-1.4636039656918944,1.4205006885636275,-0.274324379416641,-0.18849518823559,0.286300063337262,-1.5075472787453623,0.3998442201850407,-0.26981105860135923,-1.0928227510468065,-1.4426605747979584,-0.2244785969964337,0.8103657455255042,-1.4159782743290152,0.05377548822171766,-0.39140650724796294,0.3868288708955831,1.0127106601506797
-1.8465863883646512,-1.7078121167747027,1.3818911708821282,-1.5991459345406647,-1.1671388944958692,-0.6967703582217749,0.6367630740275032,-0.7436642035971639,2.162715037238802,-0.7181133207776256,-0.2560726185283912,-0.637353268438284,-1.075183194399782,-0.3153678619889303,0.035787584099866696,0.17055966749239723,-0.3318060689943335,-0.1310969770154984,0.7201305312185274,0.2715949003105063,-0.21476143422314958,0.3899944968526046
0.14585053210498253,-2.0645587213663243,0.7857800977958875,-1.592459144657621,-0.5618913071128159,-1.1238262834211366,-0.19058342623327826,0.4192333380571137,-1.884192975931699,0.11828631748695133,0.13873906709069234,-0.45631777393872014,-0.23516819900031494,0.1747481410478632,0.557025309302839,0.6063536325922865,-0.07657620960069006,0.5630019569056207,0.0465399644516369,-0.41325089995647424,0.23984523305879016,-0.8426426480250576
2.1117652941022653,1.8538514074498833,0.8252127640598077,-2.3877572993410228,2.322308897935638,1.619193958203715,0.8808457036494759,-0.668895470462214,1.5429755006270371,-1.7094862183891728,7.599322820221096,7.260503077074461,-0.717423719192904,1.650161517368865,2.704469461177683,1.9546796168439473,3.0376521350778143,-1.1880669923210285,0.4135046724999058,3.3106377266393228,2.4070722167690923,0.8812435945897547
-0.08145521145488803,1.8884491078701364,0.2843583532649821,1.4787621118895584,-0.0376307403408162,-2.0372837877020347,1.0057813030924485,0.24463690813768854,-0.28596596685078723,-0.3904840409481016,0.5406401958683993,-0.6652851698982898,-0.12632605772120667,-0.9270552846537171,0.9080688479085588,-0.79879529080994,0.10176632745068906,-0.11396623827197143,-0.9741507131783586,0.45745280732533145,-0.1444625808247932,0.27818338509563
